code,name,scie,lang,grup,regn,tags,enerc,enerc_e,water,water_e,ash,ash_e,vit,vit_e,fatce,fatce_e,cholc,cholc_e,fibtg,fibtg_e,choavldf,choavldf_e,protcnt,protcnt_e,amiac,amiac_e,cartoid,cartoid_e,polyph,polyph_e,phystr,phystr_e,tocph,tocph_e,toctr,toctr_e,orgac,orgac_e,phytac,phytac_e,sapon,sapon_e,mnrleq,mnrleq_e,mnrlet,mnrlet_e,mnrlpet,mnrlpet_e,mnrlnet,mnrlnet_e,mnrltx,mnrltx_e,vita,vita_e,vitb,vitb_e,vitc,vitc_e,vitd,vitd_e,vite,vite_e,vitk,vitk_e,fasat,fasat_e,fauns,fauns_e,faess,faess_e,facis,facis_e,fatrn,fatrn_e,fams,fams_e,fapu,fapu_e,facn3,facn3_e,facn6,facn6_e,facn9,facn9_e,facn5,facn5_e,facn7,facn7_e,fibins,fibins_e,fibsol,fibsol_e,cho,cho_e,starch,starch_e,olsac,olsac_e,fsugar,fsugar_e,amiace,amiace_e,amiacce,amiacce_e,amiacne,amiacne_e,retol,retol_e,thia,thia_e,ribf,ribf_e,nia,nia_e,pantac,pantac_e,vitb6c,vitb6c_e,biot,biot_e,folsum,folsum_e,ergcal,ergcal_e,chocal,chocal_e,doh25,doh25_e,tocpha,tocpha_e,tocphb,tocphb_e,tocphg,tocphg_e,tocphd,tocphd_e,toctra,toctra_e,toctrb,toctrb_e,toctrg,toctrg_e,toctrd,toctrd_e,vitk1,vitk1_e,vitk2,vitk2_e,lutn,lutn_e,zea,zea_e,lycpn,lycpn_e,crypxb,crypxb_e,cartg,cartg_e,carta,carta_e,cartb,cartb_e,al,al_e,as,as_e,cd,cd_e,ca,ca_e,cr,cr_e,co,co_e,cu,cu_e,fe,fe_e,pb,pb_e,li,li_e,mg,mg_e,mn,mn_e,hg,hg_e,mo,mo_e,ni,ni_e,p,p_e,k,k_e,se,se_e,na,na_e,zn,zn_e,frus,frus_e,glus,glus_e,sucs,sucs_e,mals,mals_e,lactose,lactose_e,f4d0,f4d0_e,f6d0,f6d0_e,f8d0,f8d0_e,f10d0,f10d0_e,f12d0,f12d0_e,f14d0,f14d0_e,f16d0,f16d0_e,f18d0,f18d0_e,f20d0,f20d0_e,f22d0,f22d0_e,f24d0,f24d0_e,f14d1cn5,f14d1cn5_e,f16d1cn7,f16d1cn7_e,f18d1cn9,f18d1cn9_e,f18d1tn9,f18d1tn9_e,f20d1cn9,f20d1cn9_e,f22d1cn9,f22d1cn9_e,f24d1cn9,f24d1cn9_e,f18d2cn6,f18d2cn6_e,f20d2n6,f20d2n6_e,f18d3n3,f18d3n3_e,f20d4n6,f20d4n6_e,f11d0,f11d0_e,f15d0,f15d0_e,f20d3n6,f20d3n6_e,f20d5n3,f20d5n3_e,f22d6n3,f22d6n3_e,f22d2n6,f22d2n6_e,f22d5n3,f22d5n3_e,his,his_e,ile,ile_e,leu,leu_e,lys,lys_e,met,met_e,cys,cys_e,phe,phe_e,thr,thr_e,trp,trp_e,val,val_e,ala,ala_e,arg,arg_e,asp,asp_e,glu,glu_e,gly,gly_e,pro,pro_e,ser,ser_e,tyr,tyr_e,oxalt,oxalt_e,oxals,oxals_e,oxali,oxali_e,caconac,caconac_e,citac,citac_e,fumac,fumac_e,malac,malac_e,quinac,quinac_e,sucac,sucac_e,tarac,tarac_e,dhbenzac34,dhbenzac34_e,hbenzal3,hbenzal3_e,pcathac,pcathac_e,vanlac,vanlac_e,gallac,gallac_e,cinmac,cinmac_e,coumaco,coumaco_e,coumacp,coumacp_e,caffac,caffac_e,chlrac,chlrac_e,ferac,ferac_e,apigen,apigen_e,apigen6cgls,apigen6cgls_e,apigen7onshps,apigen7onshps_e,luteol,luteol_e,kaemf,kaemf_e,querce,querce_e,querce3bdgls,querce3bdgls_e,querce3ortns,querce3ortns_e,querce3bgls,querce3bgls_e,isormt,isormt_e,myrct,myrct_e,rsvrtol,rsvrtol_e,hespt,hespt_e,narng,narng_e,hespd,hespd_e,daidzn,daidzn_e,gnstein,gnstein_e,epicatec,epicatec_e,epicategc,epicategc_e,epicatgc3gal,epicatgc3gal_e,catec,catec_e,galcatecgal,galcatecgal_e,galcatec,galcatec_e,syrgac,syrgac_e,sinpac,sinpac_e,ellgac,ellgac_e,rafs,rafs_e,stas,stas_e,vers,vers_e,ajgs,ajgs_e,camt,camt_e,stgstr,stgstr_e,stostrb,stostrb_e,carot,carot_e,xantp,xantp_e,cartbeq,cartbeq_e
"A001","Amaranth seed, black","Amaranthus cruentus","A. Moricha guti; H. Ramdana; Kan. Danthu beeja; Kash. Mawal; Mal. Cheera vithu; M. Chengkruk Maru; Mar. Cavali biya; O. Kosala sag manji Dhala; P. Chaulali beej; Tam. Keerai vidai; Tel. Thotakoora ginjalu.","Cereals and Millets",1,"vegetarian eggetarian fishetarian veg",1490,0,9.89,0,2.78,0,0.00152983,0,5.74,0,0,0,7.02,0,59.98,0,14.59,0,13.842992,0,0.000121,0,0.0125,0,0.07135,0,0.00037,0,0,0,0.35757,0,0.393,0,1.42,0,1.3157,0,0.01975346,0,0.000028,0,0.003333,0,0,0,0,0,0.00129936,0,0,0,0.00005867,0,0.00017,0,0.0000018,0,1.28,0,3.312,0,2.27991,0,3.31253,0,0,0,1.033,0,2.279,0,0.02091,0,2.259,0,1.03262,0,0,0,0,0,5.76,0,1.26,0,56.71,0,55.83,0,0,0,0.88,0,4.327394,0,3.571632,0,5.943966,0,0,0,0.00004,0,0.00004,0,0.00045,0,0.00024,0,0.0005,0,0.00000192,0,0.00002744,0,0.00005867,0,0,0,0,0,0.00005,0,0.00028,0,0.00004,0,0,0,0,0,0,0,0,0,0,0,0.0000018,0,0,0,0.00001025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00332,0,0,0,0,0,0.181,0,0.001227,0,0.000059,0,0.00081,0,0.00933,0,0.000013,0,0.000028,0,0.325,0,0.00529,0,0,0,0.000016,0,0.000345,0,0.374,0,0.433,0,0.00001646,0,0.0027,0,0.00266,0,0.1,0,0.22,0,0.46,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01564,0,1.043,0,0.155,0,0.038,0,0.01607,0,0.01214,0,0,0,0,0,1.02,0,0,0,0.01262,0,0,0,0,0,2.259,0,0,0,0.02091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271374,0,0.411438,0,0.704697,0,0.795155,0,0.271374,0,0.23344,0,0.580682,0,0.440618,0,0.21885,0,0.633206,0,0.621534,0,1.133643,0,1.833963,0,2.351908,0,1.24015,0,0.548584,0,1.136561,0,0.415815,0,0.226,0,0.03743,0,0.188,0,0,0,0.00864,0,0.00015,0,0.04578,0,0.07553,0,0.00147,0,0,0,0.00128,0,0,0,0.00021,0,0.00006,0,0,0,0,0,0,0,0.00006,0,0.00003,0,0.00021,0,0.00213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00175,0,0.00824,0,0.06136,0,0,0,0.00001025,0,0,0
"A002","Amaranth seed, pale brown","Amaranthus cruentus","A. Moricha guti; G. Rajagaro; H. Ramdana; Kan. Danthu beeja; Kash. Mawal; Mal. Cheera vithu; M. Chengkruk Maru; Mar. Cavali biya; O. Kosala sag maji kale; P. Chaulali beej; Tam. Keerai vidai; Tel. Thotakoora ginjalu.","Cereals and Millets",6,"vegetarian eggetarian fishetarian veg",1489,10,9.2,0.4,3.05,0.3,0.001443,0.0001547,5.56,0.33,0,0,7.47,0.09,61.46,0.6,13.27,0.34,12.748489,1.24738,0.00005968,0.00000309,0.01175,0.00248,0.07024,0.00201,0.00031,0.00011,0,0,0.34132,0.05253,0.341,0.0139,1.28,0.21,1.25981,0.11702,0.01577141,0.00157715,0.000008,0.000008,0.002749,0.000482,0,0,0,0,0.00123652,0.00012045,0,0,0.00005398,0.00000338,0.00015,0.00003,0.0000025,8.7e-7,1.14,0.0705,3.309,0.1978,2.26603,0.1317,3.30874,0.19756,0,0,1.043,0.0658,2.266,0.132,0.04303,0.0027,2.223,0.129,1.04271,0.06586,0,0,0,0,5.8,0.17,1.67,0.21,60.13,1.3,59.33,1.31,0,0,0.8,0.07,4.107065,0.287959,3.175511,0.29194,5.465913,0.667481,0,0,0.00004,0.000007,0.00004,0.000007,0.00052,0.00005,0.00028,0.00003,0.00033,0.000023,0.00000187,2.4e-7,0.00002465,0.00000321,0.00005398,0.00000338,0,0,0,0,0.00006,0,0.00022,0.0001,0.00003,0.00001,0,0,0,0,0,0,0,0,0,0,0.0000025,8.7e-7,0,0,0.00000411,0.00000116,0,0,0,0,0,0,0,0,0,0,0,0,0.00273,0.00047,0,0,0.000001,0,0.162,0.0157,0.000092,0.000045,0.000021,0.000005,0.00056,0.00009,0.00802,0.00093,0.000018,0.000012,0.000008,0.000008,0.27,0.0332,0.00444,0.00027,0,0,0.000049,0.000014,0.000048,0.000017,0.412,0.022,0.413,0.0459,0.00002141,0.00000615,0.00281,0.00022,0.00252,0.0002,0.1,0.01,0.22,0.04,0.48,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01068,0.00135,0.891,0.0545,0.172,0.0141,0.03602,0.00268,0.01561,0.00131,0.01351,0.00206,0,0,0,0,1.03,0.0643,0,0,0.01271,0.00156,0,0,0,0,2.223,0.129,0,0,0.04303,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262746,0.06635,0.378195,0.005308,0.655538,0.022559,0.72985,0.046445,0.258765,0.015924,0.200377,0.019905,0.630325,0.054407,0.396773,0.027867,0.224263,0.01327,0.57061,0.035829,0.508241,0.084928,0.956767,0.120757,1.68529,0.298575,2.307653,0.222936,1.098756,0.046445,0.508241,0.059715,0.964729,0.061042,0.41137,0.045118,0.209,0.0497,0.0323,0.00146,0.177,0.0498,0.00014,0.00002,0.00793,0.00045,0.00014,0.00002,0.04716,0.00164,0.07506,0.00057,0.00189,0.00013,0,0,0.00123,0.00005,0,0,0.00026,0.00003,0.00004,0.00002,0,0,0,0,0,0,0.00004,0.00003,0.00003,0.00002,0.0001,0.00005,0.00059,0.00076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158,0.00015,0.00851,0.00037,0.06015,0.00149,0,0,0.00000411,0.00000116,0,0
"A003","Bajra","Pennisetum typhoideum","A., Kash. Baajra; B. Bajra; E. Pearl millet; G. Bajri; H. Bajra; Kan. Sajje; Kh. Krai; Mal. Kambam; Mar. Bajra; N. Bajara; O. Bajra; P. Bajra; Tam. Kambu; Tel. Sajjalu; U. Bajra.","Cereals and Millets",6,"vegetarian eggetarian fishetarian veg",1456,18,8.97,0.6,1.37,0.17,0.00239348,0.00027642,5.43,0.64,0,0,11.49,0.62,61.78,0.85,10.96,0.26,9.697408,1.333832,0.000293,0.0000557,0.06771,0.00589,0.09668,0.00386,0.00152,0.00021,0,0,0.05608,0.00618,0.485,0.0121,0,0,0.80946,0.06505,0.01103237,0.00175346,0.000003,0.000001,0.002221,0.000783,7.7e-7,0.00000148,0.00002823,0.00000942,0.00211675,0.0002461,0,0,0.00000565,2.7e-7,0.00024,0.00002,0.00000285,6.3e-7,0.875,0.0345,3.031,0.0949,1.984,0.0625,3.03097,0.10275,0,0,1.047,0.0399,1.984,0.055,0.14,0.0058,1.844,0.0567,1.04,0.0398,0,0,0.00697,0.00045,9.14,0.58,2.34,0.42,56.02,2.57,55.21,2.57,0.09,0.043,0.81,0.01,3.716536,0.644448,1.891696,0.207144,4.089176,0.48224,0,0,0.00025,0.000044,0.0002,0.000038,0.00086,0.0001,0.0005,0.00005,0.00027,0.000009,6.4e-7,5e-8,0.00003611,0.00000505,0.00000565,2.7e-7,0,0,0,0,0.0001,0.00001,0,0,0.00142,0.0002,0,0,0,0,0,0,0,0,0,0,0.00000285,6.3e-7,0,0,0.00002969,0.00000872,0.0000093,0.00000123,0,0,0,0,0,0,0,0,0.00002823,0.00000942,0.00221,0.00078,9.7e-7,2.4e-7,0.000003,0.000001,0.02735,0.00216,0.000025,0.000006,0.00003,0.000015,0.00054,0.00011,0.00642,0.00104,0.000008,0.000002,0.000003,0.000001,0.124,0.0195,0.00112,0.00017,7.7e-7,0.00000148,0.00005,0.000025,0.000056,0.000022,0.289,0.0253,0.365,0.018,0.0000304,0.00000522,0.00411,0.00009,0.00276,0.00036,0.21,0.01,0.6,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0.0213,0.128,0.0196,0.01821,0.00278,0,0,0,0,0,0,0.00697,0.00045,1.04,0.0398,0,0,0,0,0,0,0,0,1.844,0.0567,0,0,0.14,0.0058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23564,0.040552,0.37812,0.081104,0.933792,0.094256,0.349624,0.053704,0.231256,0.0548,0.134808,0.036168,0.528272,0.129328,0.38908,0.04384,0.145768,0.03288,0.524984,0.113984,0.841728,0.110696,0.497584,0.067952,0.851592,0.141384,1.909232,0.185224,0.385792,0.018632,0.58088,0.028496,0.486624,0.044936,0.292632,0.055896,0.05313,0.00534,0.04349,0.0039,0.00988,0.00836,0.00008,0.00003,0,0,0.00199,0.00059,0.00086,0.00021,0,0,0.00002,0.00001,0,0,0.00003,0.00001,0.00011,0.00002,0,0,0,0,0,0,0,0,0,0,0.00007,0.00002,0.00025,0.00001,0.00008,0.00001,0.00139,0.00024,0,0,0,0,0,0,0.00111,0.00038,0.00014,0.00002,0,0,0,0,0,0,0,0,0.0003,0.00004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.039,0.01,0.004,0,0,0,0,0.01584,0.00136,0.00497,0.00025,0.07587,0.00225,0.00002823,0.00000942,0.00003899,0.00000995,0.00002823,0.00000942
"A004","Barley","Hordeum vulgare","A. Barli; B. Barley; G. Jav; H. Jau; Kan. Barley; Kash. Wushke; Kh. Krai; Mal. Barley; Mar. Sath; N. Jau; O. Jaba; P. Jao; S. Yava; Tam. Baarli Arisi; Tel. Barley; U. Jau.","Cereals and Millets",6,"vegetarian eggetarian fishetarian veg",1321,19,9.77,0.38,1.06,0.22,0.00387581,0.00022969,1.3,0.2,0,0,15.64,0.64,61.29,0.77,10.94,0.51,10.71573,0.860978,0.00006987,0.00002888,0.02347,0.0023,0.05016,0.00097,0.00001,0.00001,0,0,0.01724,0.00348,0.386,0.0182,0,0,0.53117,0.05831,0.00483661,0.00072532,0,0,0,0,0.00000184,5e-7,0,0,0.00386396,0.0002189,0,0,0,0,0.00001,0.00001,0.00000185,7.9e-7,0.232,0.0119,0.66579,0.02423,0.57532,0.02495,0.66611,0.03058,0,0,0.09079,0.00563,0.575,0.0186,0.02632,0.00335,0.549,0.0216,0.09079,0.00563,0,0,0,0,9.98,0.62,5.66,0.68,72.73,2.93,72.67,2.92,0.07,0.015,0.06,0.02,3.475638,0.263654,2.616848,0.258184,4.623244,0.33914,0,0,0.00036,0.000059,0.00018,0.00003,0.00284,0.00008,0.00014,0.00002,0.00031,0.000026,0.00000238,1.1e-7,0.00003158,0.00000379,0,0,0,0,0,0,0.00001,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000185,7.9e-7,0,0,0.00000539,0.00000277,0.0000019,3.5e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02864,0.00349,0.000029,0.000009,0.000027,0.00001,0.00043,0.00017,0.00156,0.00015,0,0,0,0,0.04897,0.0061,0.00124,0.00011,0.00000184,5e-7,0.000032,0.000005,0,0,0.178,0.0268,0.268,0.0204,0.00001861,0.00000132,0.00756,0.00152,0.0015,0.00027,0,0,0.06,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209,0.0094,0.02335,0.00274,0,0,0,0,0,0,0,0,0,0,0.09079,0.00563,0,0,0,0,0,0,0,0,0.549,0.0216,0,0,0.02632,0.00335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233022,0.025162,0.397122,0.04376,0.710006,0.044854,0.374148,0.020786,0.203484,0.004376,0.24068,0.029538,0.533872,0.048136,0.36102,0.015316,0.140032,0.007658,0.522932,0.053606,0.45948,0.086426,0.571068,0.02188,0.712194,0.066734,2.92645,0.12581,0.440882,0.066734,1.071026,0.095178,0.52512,0.06017,0.293192,0.044854,0.01098,0.00131,0.00873,0.00054,0.00204,0.00061,0.00143,0.00027,0,0,0,0,0.0009,0.00048,0.00052,0.00009,0.00017,0.00006,0.00324,0.00127,0,0,0,0,0.00043,0.00014,0.00006,0.00001,0,0,0,0,0,0,0.0017,0.00011,0.00005,0.00001,0.00275,0.00025,0.0006,0.00007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128,0.00005,0,0,0,0,0,0,0,0,0,0,0.06,0.013,0.01,0.002,0,0,0,0,0.00616,0.00003,0.00117,0.0001,0.04283,0.00084,0,0,0.00000729,0.00000312,0,0
"A005","Jowar","Sorghum vulgare","A. Jowar; B. Jowar; E. Sorghum; G. Jowar; H. Jowar; Kan. Jolada; Kash. Pingu; Kh. Krai; Mal. irunku; Mar. Jondhahlaa; O. Janha; P. Javara; Tam. Cholam; Tel. Jonna; U. Jowar.","Cereals and Millets",6,"vegetarian eggetarian fishetarian veg",1398,13,9.01,0.77,1.39,0.34,0.00329619,0.00020563,1.73,0.31,0,0,10.22,0.49,67.68,1.03,9.97,0.43,9.523344,1.21634,0.000212,0.0000489,0.02325,0.002,0.06517,0.00194,0.00031,0.00004,0,0,0.03461,0.0049,0.549,0.0272,0,0,0.76802,0.07952,0.00770082,0.00153312,0.000001,0.000001,0.00257,0.000595,0.00000262,0.00000215,0.00000829,0.0000013,0.00318012,0.00018919,0,0,0.00000396,3e-7,0.00006,0.00001,0.00004382,0.00000484,0.163,0.0062,0.838,0.032,0.52454,0.01961,0.83854,0.03331,0,0,0.314,0.0137,0.524,0.0183,0.01654,0.00131,0.508,0.0183,0.314,0.0137,0,0,0,0,8.49,0.4,1.73,0.4,60.96,1.7,59.7,1.7,0.03,0.009,1.27,0.05,3.487506,0.481551,1.86439,0.214355,4.171448,0.520434,0,0,0.00035,0.000039,0.00014,0.000014,0.0021,0.00009,0.00027,0.00002,0.00028,0.000023,7e-7,6e-8,0.00003942,0.00000313,0.00000396,3e-7,0,0,0,0,0.00004,0.00001,0,0,0.00027,0.00003,0,0,0,0,0,0,0,0,0,0,0.00004382,0.00000484,0,0,0.00000908,0.00000177,0.00000748,0.00000241,0,0,0,0,0,0,0,0,0.00000829,0.0000013,0.00256,0.00059,0.00000153,4e-8,0.000002,0.000002,0.0276,0.00371,0.00001,0.000003,0.000012,0.000007,0.00045,0.00011,0.00395,0.00094,0.000008,0.000003,0.000001,0.000001,0.133,0.0148,0.00119,0.00011,0.00000262,0.00000215,0.000042,0.000021,0.000059,0.000021,0.274,0.0357,0.328,0.0251,0.00002629,0.00001108,0.00542,0.00021,0.00196,0.00031,0.57,0.07,0.1,0.01,0.6,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149,0.0056,0.01422,0.00079,0,0,0,0,0,0,0,0,0,0,0.314,0.0137,0,0,0,0,0,0,0,0,0.508,0.0183,0,0,0.01654,0.00131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206379,0.01994,0.343965,0.062811,1.199391,0.150547,0.230307,0.03988,0.151544,0.04985,0.105682,0.02991,0.50847,0.04985,0.295112,0.016949,0.102691,0.020937,0.449647,0.070787,0.916243,0.111664,0.394812,0.042871,0.706873,0.085742,2.147538,0.280157,0.307076,0.024925,0.696903,0.091724,0.400794,0.042871,0.359917,0.024925,0.02838,0.00265,0.02462,0.00449,0.00172,0.00046,0,0,0,0,0.00184,0.00079,0.00051,0.00024,0,0,0.00388,0.00122,0,0,0.00002,0.00001,0.00002,0.00001,0.00007,0.00001,0.00176,0.00011,0.00006,0.00002,0,0,0,0,0.00184,0.00046,0.00169,0.00039,0.00404,0.00099,0.00159,0.00023,0.00007,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.005,0.01,0.004,0,0,0,0,0.02159,0.00072,0.00531,0.00018,0.03827,0.00104,0.00000829,0.0000013,0.00001656,0.00000418,0.00000829,0.0000013
"A006","Maize, dry","Zea mays","A. Makoi; B. Bhutta; E. Corn; G. Makai; H. Makka; Kan. Mekke jola; Kash. Makai; Kh. Symbai riewhadem stem; Mal. Maize; M. Chujaak; Mar. Maka; N. Sukha makai; O. Maka; P. Chhali; S. Yaavanaala; Tam. Makka Cholam; Tel. Mokkajonna; U. makai.","Cereals and Millets",6,"vegetarian eggetarian fishetarian veg",1398,25,9.26,0.55,1.17,0.16,0.0045084,0.00021237,3.77,0.48,0,0,12.24,0.93,64.77,1.58,8.8,0.49,8.49728,0.56056,0.000893,0.000154,0.03292,0.00385,0.10441,0.00303,0.00188,0.00026,0.00005,0,0.02013,0.00283,0.646,0.0194,0,0,0.72835,0.07619,0.00601869,0.00089781,0.000002,0.000001,0.00282,0.00016,0.00000319,0.00000264,0.000296,0.0000293,0.0038163,0.00014949,0,0,0.0000336,0.00000282,0.00036,0.00003,0.0000025,7.6e-7,0.413,0.0056,2.312,0.0359,1.60576,0.02063,2.31238,0.03927,0,0,0.706,0.0174,1.606,0.0185,0.04076,0.00243,1.565,0.0182,0.70662,0.01864,0,0,0,0,11.29,0.85,0.94,0.18,61.01,0.76,59.35,0.83,0,0,1.66,0.04,3.3176,0.24288,1.81368,0.12496,3.366,0.19272,0,0,0.00033,0.000032,0.00009,0.000009,0.00269,0.00006,0.00034,0.00003,0.00034,0.000017,4.9e-7,5e-8,0.00002581,0.00000144,0.0000336,0.00000282,0,0,0,0,0.00021,0.00004,0,0,0.00129,0.00017,0.00038,0.00005,0.00005,0,0,0,0,0,0,0,0.0000025,7.6e-7,0,0,0.000186,0.0000194,0.0000424,0.0000157,0,0,0.00011,0.0000101,0,0,0,0,0.000186,0.0000192,0.00282,0.00016,0,0,0,0,0.00891,0.00061,0.00001,0.000006,0.00001,0.000003,0.00045,0.00023,0.00249,0.00032,0,0,0.000002,0.000001,0.145,0.0124,0.00071,0.00008,0.00000319,0.00000264,0.000035,0.000014,0.000035,0.000013,0.279,0.0353,0.291,0.0277,0.00000869,0.00000181,0.00444,0.00018,0.00227,0.00023,0.16,0.03,0.8,0.01,0.7,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363,0.0046,0.04245,0.00276,0.00714,0.00095,0,0,0,0,0,0,0,0,0.7,0.0179,0,0,0.00662,0.00074,0,0,0,0,1.565,0.0182,0,0,0.04076,0.00243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2376,0.01848,0.32296,0.01936,1.07712,0.05016,0.23232,0.01584,0.1848,0.01496,0.1364,0.01232,0.45232,0.02552,0.28424,0.02552,0.05016,0.01056,0.47608,0.06248,0.68024,0.04048,0.3696,0.02112,0.5764,0.05192,1.70632,0.0616,0.28776,0.0132,0.69344,0.06248,0.40304,0.03872,0.32648,0.01584,0.01526,0.00178,0.01419,0.0013,0.00273,0.00134,0,0,0,0,0.00066,0.0002,0.00093,0.0005,0.00084,0.00007,0.0015,0.00023,0.00094,0.00005,0.00007,0.00002,0,0,0.00293,0.00042,0.00296,0.00044,0,0,0,0,0,0,0.00284,0.00036,0.00291,0.00032,0.00101,0.00045,0.00143,0.00009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01249,0.00024,0.00422,0.00018,0.0877,0.00261,0.000186,0.0000192,0.0003384,0.0000452,0.000296,0.0000293
"A007","Maize, tender, local","Zea mays","A. Makoi; B. Bhutta; E. Corn; G. Lili makai; H. Makka; Kan. Mekke jola; Kash. Makai; Kh. Riewhadem Stem; Mal. Maize; M. Chujaak; Mar. Maka; N. Makai; O. Maka; P. Chhali; Tam. Makka Cholam; Tel. Mokkajonna; U. Makai.","Cereals and Millets",6,"vegetarian eggetarian fishetarian veg",502,7,68.29,0.52,0.38,0.04,0.00675253,0.00072427,1.4,0.3,0,0,3.67,0.26,22.69,0.94,3.57,0.42,3.411849,0.661521,0.001428,0.000225,0.019,0.00252,0.0525,0.00118,0.00048,0.00005,0,0,0.01408,0.00323,0.148,0.0081,0,0,0.38621,0.06878,0.00225283,0.00035128,0,0,0.000121,0.00005,0,0,0.00007353,0.00001593,0.00228466,0.00014393,0.00426,0.00055,0.00004234,0.00000428,0.00009,0.00001,0.000002,1.3e-7,0.109,0.0044,0.494,0.012,0.34746,0.00564,0.49431,0.01275,0,0,0.147,0.0068,0.347,0.0052,0.01046,0.00074,0.337,0.0049,0.14685,0.00711,0,0,0,0,3.23,0.23,0.43,0.07,17.35,2.78,15.88,2.8,0,0,1.47,0.05,1.089564,0.171003,0.706503,0.148869,1.615782,0.341649,0,0,0.00017,0.000024,0.00012,0.000021,0.00113,0.00002,0.00035,0.00004,0.00045,0.000033,0.0000017,2.7e-7,0.00006296,0.00000566,0.00004234,0.00000428,0,0,0,0,0.00005,0.00001,0,0,0.0004,0.00003,0.00003,0.00001,0,0,0,0,0,0,0,0,0.000002,1.3e-7,0,0,0.00011,0.0000281,0.00002653,0.00000359,0,0,0.00003726,0.0000046,0,0,0,0,0.00003627,0.00001133,0.00012,0.00005,0,0,0,0,0.00635,0.00089,0.000004,0.000003,0,0,0.00018,0.00006,0.00071,0.00006,0.000001,0,0,0,0.04762,0.00532,0.00036,0.00007,0,0,0.000009,0.000009,0.000016,0.000007,0.163,0.0257,0.167,0.0368,0.00000383,0.00000228,0.00224,0.00007,0.00097,0.00014,0.27,0.03,0.8,0.06,0.4,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09613,0.00397,0.01088,0.00155,0.00237,0.00063,0,0,0,0,0,0,0,0,0.145,0.0065,0,0,0.00185,0.00061,0,0,0,0,0.337,0.0049,0,0,0.01046,0.00074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076755,0.016779,0.126735,0.007497,0.360213,0.058905,0.072114,0.013923,0.059619,0.002142,0.042126,0.011424,0.141015,0.041055,0.106029,0.014994,0.020706,0.002499,0.126378,0.013209,0.35343,0.180999,0.108885,0.014994,0.329868,0.051765,0.715785,0.076398,0.16065,0.074613,0.282387,0.034629,0.216699,0.032487,0.112455,0.013209,0.0052,0.00109,0.00398,0.00066,0.00092,0.00015,0.00029,0.00007,0,0,0.00046,0.00019,0.00073,0.00048,0.00183,0.00058,0.00122,0.0001,0.00435,0.00072,0.00004,0.00003,0,0,0.00124,0.00014,0.00285,0.00043,0,0,0,0,0,0,0.00055,0.00009,0.00055,0.00027,0.00092,0.00004,0.00038,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00578,0.00014,0.00291,0.00005,0.04381,0.00099,0.00003627,0.00001133,0.00017379,0.00003629,0.00007353,0.00001593
